0.001, nan
0.005, nan
0.0, nan
1.0, nan
0.05, nan
5.0, nan
2.0, nan
3.0, nan
4.0, nan
10.0, nan
50.0, nan
20.0, nan
30.0, nan
40.0, nan
45.0, nan
60.0, nan
25.0, nan
35.0, nan
55.0, nan
15.0, nan
